Compartment,Exchange,Subcompartment,Electricity_production,Electricity_consumption,Heat_Steam,Equipment_Diesel,Equipment_Gasoline,Equipment_LPG,Equipment_CNG,Equipment_Residual_Fuel_Oil,Equipment_Distillate,Equipment_Kerosene,Equipment_Petroleum_Crude_Oil,Boiler_Diesel,Boiler_Gasoline,Boiler_LPG,Boiler_CNG,Boiler_Residual_Fuel_Oil,Boiler_Distillate,Boiler_Kerosene,Boiler_Petroleum_Crude_Oil,Boiler_Coke,Boiler_Bitumen,Boiler_Coal,Boiler_Wood,Internal_Process_Transportation_Heavy_Duty_Diesel_Truck,Internal_Process_Transportation_Medium_Duty_Diesel_Truck,Internal_Process_Transportation_Barge,Internal_Process_Transportation_Cargo_Ship,Internal_Process_Transportation_Rail,Collection_Diesel,Collection_CNG,Collection_Biodiesel,Collection_Gasoline_Passenger_Vehicle,Collection_Other,Empty_Return_Heavy_Duty_Diesel_Truck,Empty_Return_Medium_Duty_Diesel_Truck,LF_Emission_Material_used,lime_hydrated_loose_weight_RoW_lime_production,ammonia_liquid_RoW_ammonia_production_steam_reforming_liquid,charcoal_GLO_charcoal_production,Nitrogen_Fertilizer,Phosphorous_Fertilizer,Potassium_Fertilizer,Peat,Gore_Cover,Wire,compost_to_LF,market_for_excavation_skid_steer_loader,
,,,kWh/Mg,kWh/Mg,MJ/Mg,L/Mg,L/Mg,L/Mg,,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,m3/Mg,L/Mg,L/Mg,L/Mg,L/Mg,,,,,kgkm/Mg,kgkm/Mg,kgkm/Mg,kgkm/Mg,kgkm/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,vkm/Mg,vkm/Mg,kg/Mg,kg/Mg,kg/Mg,kg/Mg,kg-P/Mg,kg-P/Mg,kg-K/Mg,Mg peat/Mg,kg/Mg,kg/Mg,kg/Mg,kg/m3,kg/m3
Raw,"Copper, 1.13% in sulfide, Cu 0.76% and Ni 0.76% in crude ore, in ground",in ground,-1.99714E-07,2.00E-07,-3.11E-09,-6.17E-06,1.01E-05,2.12E-07,7.88E-06,1.72E-07,3.53E-07,0,0,3.53E-07,1.01E-05,2.12E-07,7.88E-06,1.72E-07,3.53E-07,0,0,0,0,0,0,-1.87E-10,-1.34E-10,-7.15E-11,-8.66E-12,-8.98E-11,-4.28E-06,1.62E-05,1.34E-05,4.52E-07,0,-2.89E-10,-1.11E-09,6.82E-08,1.29E-07,0.000131158,3.89E-08,1.13E-04,3.18E-05,1.84E-06,3.07E-05,5.55E-04,1.10E-06,-1.46E-05,-9.94E-07,0.000014306
Raw,"Copper, 1.18% in sulfide, Cu 0.39% and Mo 8.2E-3% in crude ore, in ground",in ground,-4.71423E-06,4.71E-06,8.58E-07,-9.42E-05,0.000374589,5.80E-06,2.98E-04,4.65E-06,3.86E-05,0,0,3.86E-05,0.000374589,5.80E-06,0.000297532,4.65E-06,3.86E-05,0,0,0,0,0,0,-6.16E-11,4.22E-09,-1.10E-09,-7.60E-11,-2.49E-09,0.000134307,0.00059546,0.000225792,1.12E-05,0,1.20E-07,1.04E-07,2.15E-06,2.78E-06,8.86E-05,1.66E-06,1.12E-03,8.98E-05,2.35E-05,1.12E-03,1.45E-03,8.27E-06,-0.000196545,-0.000017771,0.00028354
Raw,"Copper, 1.42% in sulfide, Cu 0.81% and Mo 8.2E-3% in crude ore, in ground",in ground,-7.39871E-07,7.40E-07,1.37E-07,-1.75E-05,5.50E-05,7.19E-07,4.37E-05,5.47E-07,1.47E-06,0,0,1.47E-06,5.50E-05,7.19E-07,4.37E-05,5.47E-07,1.47E-06,0,0,0,0,0,0,-3.58E-11,6.21E-10,-2.18E-10,-1.49E-11,-5.01E-10,1.98E-05,8.78E-05,3.47E-05,1.39E-06,0,1.77E-08,1.55E-08,3.57E-07,4.07E-07,1.57E-05,2.07E-07,2.00E-04,1.59E-05,3.89E-06,1.76E-04,2.56E-04,1.39E-06,-3.73E-05,-3.29E-06,0.000046982
Raw,"Copper, 2.19% in sulfide, Cu 1.83% and Mo 8.2E-3% in crude ore, in ground",in ground,-2.19211E-06,2.19E-06,4.33E-07,-5.20E-05,0.000162812,2.13E-06,1.29E-04,1.62E-06,4.37E-06,0,0,4.37E-06,0.000162812,2.13E-06,0.000129474,1.62E-06,4.37E-06,0,0,0,0,0,0,-8.71E-11,1.84E-09,-6.30E-10,-4.22E-11,-1.45E-09,5.86E-05,0.000258082,0.000102839,4.12E-06,0,5.25E-08,4.59E-08,1.06E-06,1.21E-06,4.66E-05,6.14E-07,5.92E-04,4.72E-05,1.15E-05,5.21E-04,7.59E-04,4.11E-06,-0.000111039,-9.80E-06,0.00015766
Raw,"Copper, Cu 0.38%, Au 9.7E-4%, Ag 9.7E-4%, Zn 0.63%, Pb 0.014%, in ore, in ground",in ground,-9.98865E-07,9.99E-07,0,0,1.80E-05,2.82E-07,1.42E-05,1.91E-07,4.67E-07,0,0,4.67E-07,1.80E-05,2.82E-07,1.42E-05,1.91E-07,4.67E-07,0,0,0,0,0,0,0,1.95E-10,0,0,0,6.22E-06,2.69E-05,9.78E-06,4.66E-07,0,5.15E-09,4.62E-09,1.34E-07,9.92E-08,3.44E-06,5.81E-08,4.40E-05,3.62E-06,9.74E-07,3.52E-05,5.87E-05,4.88E-07,1.59E-06,6.64E-07,0.00042444
Raw,"Cu, Cu 3.2E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0% in ore, in ground",in ground,-1.54662E-07,1.55E-07,1.08E-08,1.61E-05,7.91E-05,2.53E-06,5.62E-05,5.30E-07,7.40E-07,0,0,7.40E-07,7.91E-05,2.53E-06,5.62E-05,5.30E-07,7.40E-07,0,0,0,0,0,0,5.05E-10,8.53E-10,1.87E-10,2.27E-11,2.36E-10,2.72E-05,2.46E-05,8.38E-06,1.31E-05,0,1.39E-08,1.47E-08,6.26E-08,1.40E-07,9.06E-05,4.62E-08,7.67E-05,2.70E-06,1.35E-06,2.88E-05,4.29E-05,2.62E-07,4.12E-05,2.54E-06,-0.000034971
Raw,"Cu, Cu 5.2E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2% in ore, in ground",in ground,-2.01092E-09,2.01E-09,-2.15E-09,7.45E-08,2.43E-05,2.52E-07,1.88E-05,4.53E-08,6.16E-08,0,0,6.16E-08,2.43E-05,2.52E-07,1.88E-05,4.53E-08,6.16E-08,0,0,0,0,0,0,9.23E-13,5.12E-12,8.77E-13,1.49E-13,7.76E-13,1.63E-07,1.72E-07,1.17E-07,1.34E-06,0,1.03E-10,9.94E-11,7.27E-10,4.85E-09,8.76E-07,1.71E-09,7.33E-07,2.40E-08,2.06E-08,2.78E-07,3.79E-07,8.11E-09,2.12E-07,1.08E-08,8.56E-07
Raw,"Diatomite, in ground",in ground,-2.93397E-08,2.93E-08,3.15E-13,-2.07E-11,1.50E-08,1.41E-09,1.10E-08,1.43E-09,2.64E-09,0,0,2.64E-09,1.50E-08,1.41E-09,1.10E-08,1.43E-09,2.64E-09,0,0,0,0,0,0,4.06E-14,6.99E-13,5.33E-16,7.17E-17,1.34E-15,2.23E-08,1.01E-07,4.23E-08,1.65E-09,0,1.91E-11,1.68E-11,2.23E-09,6.71E-10,1.90E-09,1.33E-10,2.75E-08,6.65E-09,2.36E-09,2.32E-07,1.48E-07,1.41E-09,2.33E-08,-2.91E-12,1.39E-09
Raw,"Dolomite, in ground",in ground,-1.14674E-05,1.15E-05,0.000001869,0.000260264,0.000474298,1.56E-05,3.71E-04,1.40E-05,0.000159644,0,0,0.000159644,0.000474298,1.56E-05,0.000371446,1.40E-05,0.000159644,0,0,0,0,0,0,5.96E-09,9.16E-09,7.23E-09,4.53E-10,1.25E-08,0.000291621,0.001220638,0.000381333,2.48E-05,0,2.39E-07,2.07E-07,2.72E-06,3.57E-06,3.29E-05,4.42E-06,3.92E-04,3.98E-05,2.46E-05,9.47E-04,5.52E-04,0.000156834,0.000659219,0.000047971,0.00054291
Raw,"Europium, 0.06% in bastnasite, 0.006% in crude ore, in ground",in ground,-7.58842E-12,7.59E-12,7.14E-16,8.67E-16,3.91E-09,4.33E-12,3.16E-09,3.57E-12,9.63E-12,0,0,9.63E-12,3.91E-09,4.33E-12,3.16E-09,3.57E-12,9.63E-12,0,0,0,0,0,0,2.71E-20,9.56E-15,1.36E-20,7.60E-22,2.54E-20,3.05E-10,1.38E-09,3.79E-10,7.12E-12,0,2.60E-13,2.29E-13,1.97E-12,2.94E-12,3.64E-11,6.41E-12,4.77E-10,3.93E-11,1.51E-11,3.69E-10,6.54E-10,5.71E-12,5.06E-11,1.57E-16,3.67E-15
Raw,"Feldspar, in ground",in ground,-3.02317E-09,3.02E-09,1.56E-11,3.15E-11,2.32E-06,4.71E-10,1.88E-06,4.53E-10,3.66E-09,0,0,3.66E-09,2.32E-06,4.71E-10,1.88E-06,4.53E-10,3.66E-09,0,0,0,0,0,0,2.57E-15,3.29E-13,1.60E-15,1.07E-16,6.83E-15,1.05E-08,4.74E-08,1.62E-08,7.89E-10,0,9.06E-12,7.89E-12,2.06E-09,2.09E-10,3.68E-09,3.00E-09,4.66E-08,4.16E-09,1.47E-09,7.29E-08,7.11E-08,1.71E-09,6.86E-09,5.15E-12,1.16E-09
Raw,"Fluorine, 4.5% in apatite, 1% in crude ore, in ground",in ground,-2.7719E-07,2.77E-07,3.39E-08,1.34E-05,8.79E-06,2.21E-06,5.89E-06,2.13E-06,2.65E-06,0,0,2.65E-06,8.79E-06,2.21E-06,5.89E-06,2.13E-06,2.65E-06,0,0,0,0,0,0,1.90E-10,2.62E-10,6.44E-11,6.48E-12,9.51E-11,8.36E-06,1.87E-05,0.000680769,3.13E-06,0,5.20E-09,5.00E-09,5.59E-08,2.59E-07,3.47E-06,1.50E-07,8.73E-03,3.89E-03,2.50E-05,1.41E-05,3.77E-05,1.41E-06,3.26E-05,2.16E-06,6.66E-06
Raw,"Fluorine, 4.5% in apatite, 3% in crude ore, in ground",in ground,-5.73892E-08,5.74E-08,5.01E-09,7.74E-06,1.40E-06,2.17E-07,9.90E-07,2.15E-07,3.06E-07,0,0,3.06E-07,1.40E-06,2.17E-07,9.90E-07,2.15E-07,3.06E-07,0,0,0,0,0,0,6.86E-11,5.78E-11,1.70E-11,1.12E-12,2.88E-11,1.84E-06,5.50E-06,0.001427856,2.95E-07,0,1.27E-09,1.19E-09,1.24E-08,4.90E-08,3.24E-07,4.03E-07,7.92E-04,1.86E-02,8.55E-05,1.02E-05,8.28E-06,3.27E-06,1.84E-05,1.26E-06,3.12E-06
Raw,"Fluorspar, 92%, in ground",in ground,-9.85159E-06,9.85E-06,5.99E-07,7.29E-05,0.000199905,4.46E-05,1.37E-04,4.30E-05,0.000048364,0,0,0.000048364,0.000199905,4.46E-05,0.000137437,4.30E-05,0.000048364,0,0,0,0,0,0,2.13E-09,3.86E-09,8.08E-10,1.07E-10,1.17E-09,0.000122836,0.000217609,0.000169185,6.30E-05,0,7.13E-08,7.04E-08,1.21E-06,4.00E-06,6.82E-05,6.39E-07,5.52E-04,4.26E-05,3.93E-05,2.49E-04,2.19E+00,4.74E-06,0.000193561,0.000011459,0.00010367
Raw,"Gadolinium, 0.15% in bastnasite, 0.015% in crude ore, in ground",in ground,-1.89386E-11,1.89E-11,1.78E-15,2.16E-15,9.75E-09,1.08E-11,7.89E-09,8.92E-12,2.40E-11,0,0,2.40E-11,9.75E-09,1.08E-11,7.89E-09,8.92E-12,2.40E-11,0,0,0,0,0,0,6.77E-20,2.39E-14,3.39E-20,1.90E-21,6.35E-20,7.60E-10,3.44E-09,9.45E-10,1.78E-11,0,6.48E-13,5.73E-13,4.91E-12,7.34E-12,9.09E-11,1.60E-11,1.19E-09,9.80E-11,3.77E-11,9.22E-10,1.63E-09,1.42E-11,1.26E-10,3.92E-16,9.17E-15
Raw,"Gallium, 0.014% in bauxite, in ground",in ground,-4.36937E-15,4.37E-15,0,0,2.69E-12,1.24E-13,1.77E-12,2.27E-13,2.43E-13,0,0,2.43E-13,2.69E-12,1.24E-13,1.77E-12,2.27E-13,2.43E-13,0,0,0,0,0,0,0,5.25E-17,0,0,0,1.67E-12,6.13E-12,5.20E-12,3.66E-13,0,9.20E-16,1.18E-15,4.12E-15,4.12E-14,6.40E-14,1.69E-13,5.64E-12,2.57E-13,2.30E-12,5.73E-13,8.48E-13,2.76E-14,2.28E-13,0,0
Raw,"Gallium, in ground",in ground,-1.8865E-08,1.89E-08,0,0,2.02E-06,2.14E-08,1.61E-06,1.55E-08,4.84E-08,0,0,4.84E-08,2.02E-06,2.14E-08,1.61E-06,1.55E-08,4.84E-08,0,0,0,0,0,0,0,3.44E-11,0,0,0,1.10E-06,4.87E-06,1.35E-06,3.78E-08,0,9.26E-10,8.20E-10,9.40E-09,1.29E-08,2.21E-07,5.87E-08,2.85E-06,2.32E-07,7.37E-08,1.51E-06,3.80E-06,2.70E-08,1.75E-07,0,0
Raw,"Gangue, bauxite, in ground",in ground,-0.000535938,0.000535938,0.00010278,0.00157238,0.057502035,6.07E-04,4.58E-02,0.000440249,0.00137388,0,0,0.00137388,0.057502035,0.000607474,0.045838257,0.000440249,0.00137388,0,0,0,0,0,0,3.53E-07,9.84E-07,6.01E-08,3.04E-09,7.76E-07,0.031339233,0.138413942,0.038215094,0.001072683,0,2.64E-05,2.34E-05,0.000266979,0.000367276,0.006284119,0.001668142,8.10E-02,6.60E-03,2.09E-03,4.28E-02,1.08E-01,0.000767722,0.008716847,0.00027134,0.027399
Raw,"Gas, mine, off-gas, process, coal mining",in ground,-0.001279836,0.001279836,0.00000602,0.001081769,0.00349255,4.07E-04,2.40E-03,0.000248866,0.00081748,0,0,0.00081748,0.00349255,0.000406822,0.002396729,0.000248866,0.00081748,0,0,0,0,0,0,4.13E-08,8.52E-08,3.22E-08,2.71E-09,4.45E-08,0.002712091,0.007717568,0.003434508,0.000669862,0,1.87E-06,1.83E-06,0.000187434,0.000137736,0.000434502,4.02E-05,5.03E-03,1.08E-03,5.51E-04,5.20E-02,2.47E-02,0.000759903,0.004471059,0.00020244,0.0072077
Raw,"Gas, natural, in ground",in ground,-0.099585592,0.099585592,0.032975,0.065396885,0.624142275,4.46E-01,1.12E+00,0.437098313,0.4760216,0,0,0.4760216,0.624142275,0.44607782,1.120459907,0.437098313,0.4760216,0,0,0,0,0,0,0.000001995,6.03E-06,0.000001041,1.91E-07,1.51E-06,0.19199975,6.977150222,0.374197468,0.620713678,0,0.000164087,0.000136115,0.10827052,0.038026402,0.69301537,0.003259393,8.08E-01,4.22E-02,4.32E-02,1.85E+00,2.05E+00,0.02527401,0.322329176,0.011146,0.5854
Raw,"Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore, in ground",in ground,-1.3557E-12,1.36E-12,-4.59E-11,-5.09E-10,2.25E-10,2.46E-13,1.82E-10,1.29E-13,7.45E-13,0,0,7.45E-13,2.25E-10,2.46E-13,1.82E-10,1.29E-13,7.45E-13,0,0,0,0,0,0,-1.25E-12,-1.59E-14,-5.30E-14,-3.44E-15,-1.59E-13,-5.07E-10,4.00E-10,3.40E-11,6.02E-13,0,-2.17E-13,-2.47E-13,8.18E-14,1.37E-13,1.14E-11,3.88E-14,1.45E-10,1.13E-11,2.33E-12,6.38E-12,1.77E-10,8.23E-13,-1.42E-09,-7.04E-11,-8.68E-09
Raw,"Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore, in ground",in ground,-1.85348E-10,1.85E-10,1.90E-12,-3.84E-11,4.09E-07,6.57E-10,3.30E-07,3.13E-10,1.78E-09,0,0,1.78E-09,4.09E-07,6.57E-10,3.30E-07,3.13E-10,1.78E-09,0,0,0,0,0,0,1.32E-13,2.55E-12,1.72E-15,1.11E-16,6.24E-15,8.11E-08,3.67E-07,9.66E-08,1.66E-09,0,6.95E-11,6.12E-11,1.95E-10,3.72E-10,3.30E-08,6.52E-11,4.23E-07,3.27E-08,6.60E-09,1.28E-08,5.14E-07,2.24E-09,1.15E-08,-7.78E-12,8.30E-10
Raw,"Gold, Au 1.4E-4%, in ore, in ground",in ground,-5.04125E-13,5.04E-13,5.69E-12,-1.15E-10,1.12E-09,1.79E-12,9.02E-10,8.55E-13,4.84E-12,0,0,4.84E-12,1.12E-09,1.79E-12,9.02E-10,8.55E-13,4.84E-12,0,0,0,0,0,0,3.94E-13,-2.39E-15,5.15E-15,3.30E-16,1.86E-14,-7.60E-11,4.63E-10,2.64E-10,4.53E-12,0,5.54E-14,1.75E-14,5.31E-13,1.01E-12,9.01E-11,1.78E-13,1.15E-09,8.94E-11,1.80E-11,3.49E-11,1.40E-09,6.10E-12,-2.15E-10,-2.32E-11,2.48E-09
Raw,"Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore, in ground",in ground,-4.03917E-11,4.04E-11,4.12E-13,-8.30E-12,8.86E-08,1.42E-10,7.15E-08,6.78E-11,3.85E-10,0,0,3.85E-10,8.86E-08,1.42E-10,7.15E-08,6.78E-11,3.85E-10,0,0,0,0,0,0,2.86E-14,5.51E-13,3.73E-16,2.39E-17,1.35E-15,1.76E-08,7.95E-08,2.09E-08,3.59E-10,0,1.50E-11,1.32E-11,4.21E-11,8.04E-11,7.15E-09,1.41E-11,9.15E-08,7.08E-09,1.43E-09,2.77E-09,1.11E-07,4.84E-10,2.50E-09,-1.68E-12,1.80E-10
Raw,"Gold, Au 4.3E-4%, in ore, in ground",in ground,-9.83935E-14,9.84E-14,1.11E-12,-2.24E-11,2.18E-10,3.50E-13,1.76E-10,1.67E-13,9.50E-13,0,0,9.50E-13,2.18E-10,3.50E-13,1.76E-10,1.67E-13,9.50E-13,0,0,0,0,0,0,7.69E-14,-4.66E-16,1.00E-15,6.44E-17,3.64E-15,-1.48E-11,9.03E-11,5.15E-11,8.84E-13,0,1.08E-14,3.42E-15,1.04E-13,1.98E-13,1.76E-11,3.47E-14,2.25E-10,1.74E-11,3.51E-12,6.81E-12,2.74E-10,1.19E-12,-4.19E-11,-4.54E-12,4.84E-10
Raw,"Gold, Au 4.9E-5%, in ore, in ground",in ground,-4.93512E-13,4.94E-13,5.57E-12,-1.12E-10,1.09E-09,1.76E-12,8.83E-10,8.37E-13,4.75E-12,0,0,4.75E-12,1.09E-09,1.76E-12,8.83E-10,8.37E-13,4.75E-12,0,0,0,0,0,0,3.86E-13,-2.34E-15,5.04E-15,3.23E-16,1.82E-14,-7.44E-11,4.53E-10,2.58E-10,4.43E-12,0,5.43E-14,1.71E-14,5.20E-13,9.93E-13,8.82E-11,1.74E-13,1.13E-09,8.75E-11,1.76E-11,3.42E-11,1.37E-09,5.98E-12,-2.10E-10,-2.28E-11,2.43E-09
Raw,"Gold, Au 6.7E-4%, in ore, in ground",in ground,-5.26406E-13,5.26E-13,5.94E-12,-1.20E-10,1.17E-09,1.87E-12,9.42E-10,8.93E-13,5.09E-12,0,0,5.09E-12,1.17E-09,1.87E-12,9.42E-10,8.93E-13,5.09E-12,0,0,0,0,0,0,4.12E-13,-2.49E-15,5.37E-15,3.45E-16,1.95E-14,-7.94E-11,4.83E-10,2.75E-10,4.73E-12,0,5.79E-14,1.83E-14,5.55E-13,1.06E-12,9.41E-11,1.86E-13,1.20E-09,9.33E-11,1.88E-11,3.64E-11,1.47E-09,6.37E-12,-2.24E-10,-2.43E-11,2.59E-09
Raw,"Gold, Au 7.1E-4%, in ore, in ground",in ground,-2.43728E-13,2.44E-13,2.75E-12,-5.54E-11,5.40E-10,8.67E-13,4.36E-10,4.13E-13,2.35E-12,0,0,2.35E-12,5.40E-10,8.67E-13,4.36E-10,4.13E-13,2.35E-12,0,0,0,0,0,0,1.91E-13,-1.15E-15,2.49E-15,1.60E-16,9.01E-15,-3.68E-11,2.24E-10,1.28E-10,2.19E-12,0,2.68E-14,8.46E-15,2.57E-13,4.90E-13,4.36E-11,8.61E-14,5.58E-10,4.32E-11,8.71E-12,1.69E-11,6.78E-10,2.95E-12,-1.04E-10,-1.12E-11,1.20E-09
Raw,"Gold, Au 9.7E-4%, Ag 9.7E-4%, Zn 0.63%, Cu 0.38%, Pb 0.014%, in ore, in ground",in ground,-2.43376E-11,2.43E-11,0,0,4.39E-10,6.88E-12,3.47E-10,4.66E-12,1.13E-11,0,0,1.13E-11,4.39E-10,6.88E-12,3.47E-10,4.66E-12,1.13E-11,0,0,0,0,0,0,0,4.76E-15,0,0,0,1.52E-10,6.56E-10,2.38E-10,1.14E-11,0,1.25E-13,1.13E-13,3.27E-12,2.42E-12,8.37E-11,1.42E-12,1.07E-09,8.82E-11,2.37E-11,8.57E-10,1.43E-09,1.19E-11,3.88E-11,1.62E-11,1.03E-08
Raw,"Granite, in ground",in ground,-8.53881E-12,8.54E-12,3.53E-14,-4.72E-12,1.19E-09,1.08E-12,9.61E-10,1.01E-12,3.17E-12,0,0,3.17E-12,1.19E-09,1.08E-12,9.61E-10,1.01E-12,3.17E-12,0,0,0,0,0,0,-4.25E-17,4.56E-16,1.67E-17,9.76E-18,-3.17E-17,1.45E-11,4.82E-11,2.48E-11,1.64E-12,0,1.35E-14,1.14E-14,5.97E-13,5.73E-13,6.41E-12,1.75E-13,7.90E-11,7.13E-12,2.13E-12,1.11E-10,1.26E-10,1.54E-12,-4.66E-12,-9.38E-13,2.85E-11
Raw,"Gravel, in ground",in ground,-0.020544469,0.020544469,0.0025732,0.027616708,2.093610793,3.32E-02,1.67E+00,0.032904184,0.0649276,0,0,0.0649276,2.093610793,0.033246164,1.66863352,0.032904184,0.0649276,0,0,0,0,0,0,0.00014393,0.000174308,0.000032142,7.81E-08,0.000067184,5.551728701,24.94537796,5.822749956,0.055553733,0,0.005620505,0.004170531,0.018057723,0.032774346,0.066948901,0.17717035,1.55E+00,1.10E-01,4.68E-01,3.97E+00,1.88E+00,0.049773278,0.878441784,0.0040223,18.603
Raw,"Gypsum, in ground",in ground,-5.28994E-05,5.29E-05,-8.68E-06,-0.001980685,0.001504879,1.18E-04,1.13E-03,0.000104203,0.000195596,0,0,0.000195596,0.001504879,0.000117753,0.001130794,0.000104203,0.000195596,0,0,0,0,0,0,1.23E-08,6.66E-08,1.43E-07,-3.36E-09,-3.97E-08,0.002122527,0.009174191,0.002801209,0.000168134,0,2.22E-06,1.64E-06,4.03E-05,2.89E-05,0.000218413,8.67E-06,2.55E-03,2.20E-04,1.96E-04,5.79E-03,4.12E-03,0.000676362,-0.004268779,-0.00037162,0.00040642
Raw,"Indium, 0.005% in sulfide, In 0.003%, Pb, Zn, Ag, Cd, in ground",in ground,-2.34714E-09,2.35E-09,6.41E-10,2.20E-08,8.08E-07,1.21E-08,6.37E-07,6.25E-09,1.50E-08,0,0,1.50E-08,8.08E-07,1.21E-08,6.37E-07,6.25E-09,1.50E-08,0,0,0,0,0,0,2.82E-12,9.35E-12,2.14E-13,8.78E-15,8.45E-13,2.98E-07,1.28E-06,4.29E-07,1.86E-08,0,2.77E-10,2.21E-10,1.48E-09,2.10E-09,7.71E-08,2.35E-09,1.13E-06,3.09E-07,2.94E-08,9.16E-08,5.26E-06,1.28E-08,9.51E-08,3.57E-09,5.28E-07
Raw,"Iodine, 0.03% in water",in water,-1.12008E-09,1.12E-09,6.87E-12,3.43E-10,2.83E-08,2.89E-09,2.09E-08,2.99E-09,6.03E-09,0,0,6.03E-09,2.83E-08,2.89E-09,2.09E-08,2.99E-09,6.03E-09,0,0,0,0,0,0,2.84E-14,9.21E-13,1.27E-13,1.37E-15,2.77E-14,2.93E-08,1.31E-07,2.89E-05,3.09E-09,0,2.60E-11,2.20E-11,3.30E-10,1.60E-09,3.13E-09,6.44E-09,9.06E-06,3.49E-07,5.11E-06,5.07E-07,3.18E-07,6.76E-08,5.98E-09,5.58E-11,1.09E-09
Raw,"Iron, 46% in ore, 25% in crude ore, in ground",in ground,-0.00155399,0.00155399,0.00043577,0.081890077,0.1571374,4.25E-03,1.25E-01,0.004640735,0.0578228,0,0,0.0578228,0.1571374,0.004249358,0.125083123,0.004640735,0.0578228,0,0,0,0,0,0,1.92E-06,4.43E-06,2.16E-06,1.41E-07,3.98E-06,0.141091997,0.617888114,0.153143601,0.007046102,0,0.000109196,0.0001027,0.000612984,0.001424229,0.006203881,0.001304791,6.60E-02,6.37E-03,7.78E-03,3.74E-01,1.24E-01,0.047679068,0.212822909,0.015154,0.070958
Raw,"Iron, 72% in magnetite, 14% in crude ore, in ground",in ground,-7.89529E-07,7.90E-07,1.22E-06,7.43E-05,5.06E-05,1.87E-06,3.97E-05,1.81E-06,0.000002247,0,0,0.000002247,5.06E-05,1.87E-06,3.97E-05,1.81E-06,0.000002247,0,0,0,0,0,0,5.62E-09,4.11E-09,3.93E-08,3.82E-10,7.31E-09,0.000131048,0.000139299,3.26E-05,2.64E-06,0,6.97E-08,7.25E-08,1.84E-07,3.57E-07,2.43E-06,2.09E-07,2.32E-05,1.95E-06,2.36E-06,3.47E-05,3.50E-05,4.97E-07,0.000191288,0.000011333,0.00023742
Raw,"Kaolinite, 24% in crude ore, in ground",in ground,-1.47251E-05,1.47E-05,6.66E-08,2.98E-07,9.74E-05,1.44E-06,7.73E-05,1.40E-06,3.27E-06,0,0,3.27E-06,9.74E-05,1.44E-06,7.73E-05,1.40E-06,3.27E-06,0,0,0,0,0,0,5.40E-10,6.79E-09,3.43E-11,2.47E-12,5.92E-11,0.000216373,0.000974239,0.000238,2.03E-06,0,1.93E-07,1.63E-07,1.70E-06,2.15E-06,2.96E-06,2.12E-07,5.09E-05,6.57E-06,7.82E-06,1.51E-04,1.34E-04,2.35E-06,4.20E-05,4.61E-08,0.000025331
Raw,"Kieserite, 25% in crude ore, in ground",in ground,-2.51564E-07,2.52E-07,3.95E-10,1.88E-09,6.24E-06,3.22E-08,5.02E-06,2.87E-08,5.74E-08,0,0,5.74E-08,6.24E-06,3.22E-08,5.02E-06,2.87E-08,5.74E-08,0,0,0,0,0,0,8.47E-12,5.89E-11,2.72E-13,2.06E-14,6.91E-13,1.88E-06,8.43E-06,2.40E-06,4.33E-08,0,1.46E-09,1.41E-09,2.37E-08,1.64E-08,4.69E-08,3.84E-09,1.19E-06,1.05E-06,1.00E-07,2.38E-06,1.86E-05,5.20E-08,4.45E-07,3.84E-10,5.69E-07
Raw,"Krypton, in air",in air,-1.7202E-08,1.72E-08,0,0,8.75E-09,8.20E-10,6.44E-09,8.34E-10,1.53E-09,0,0,1.53E-09,8.75E-09,8.20E-10,6.44E-09,8.34E-10,1.53E-09,0,0,0,0,0,0,0,3.56E-13,0,0,0,1.14E-08,4.79E-08,2.20E-08,9.56E-10,0,1.02E-11,8.36E-12,1.30E-09,3.83E-10,1.11E-09,7.67E-11,1.59E-08,3.88E-09,1.33E-09,1.36E-07,8.65E-08,8.18E-10,1.34E-08,0,0
Raw,"Lanthanum, 7.2% in bastnasite, 0.72% in crude ore, in ground",in ground,-9.08017E-10,9.08E-10,8.55E-14,1.04E-13,4.68E-07,5.18E-10,3.78E-07,4.28E-10,1.15E-09,0,0,1.15E-09,4.68E-07,5.18E-10,3.78E-07,4.28E-10,1.15E-09,0,0,0,0,0,0,3.24E-18,1.14E-12,1.63E-18,9.10E-20,3.04E-18,3.64E-08,1.65E-07,4.53E-08,8.52E-10,0,3.11E-11,2.75E-11,2.35E-10,3.52E-10,4.36E-09,7.67E-10,5.70E-08,4.70E-09,1.81E-09,4.42E-08,7.82E-08,6.83E-10,6.05E-09,1.88E-14,4.40E-13
