Compartment,Exchange,Subcompartment,Electricity_production,Electricity_consumption,Heat_Steam,Equipment_Diesel,Equipment_Gasoline,Equipment_LPG,Equipment_CNG,Equipment_Residual_Fuel_Oil,Equipment_Distillate,Equipment_Kerosene,Equipment_Petroleum_Crude_Oil,Boiler_Diesel,Boiler_Gasoline,Boiler_LPG,Boiler_CNG,Boiler_Residual_Fuel_Oil,Boiler_Distillate,Boiler_Kerosene,Boiler_Petroleum_Crude_Oil,Boiler_Coke,Boiler_Bitumen,Boiler_Coal,Boiler_Wood,Internal_Process_Transportation_Heavy_Duty_Diesel_Truck,Internal_Process_Transportation_Medium_Duty_Diesel_Truck,Internal_Process_Transportation_Barge,Internal_Process_Transportation_Cargo_Ship,Internal_Process_Transportation_Rail,Collection_Diesel,Collection_CNG,Collection_Biodiesel,Collection_Gasoline_Passenger_Vehicle,Collection_Other,Empty_Return_Heavy_Duty_Diesel_Truck,Empty_Return_Medium_Duty_Diesel_Truck,LF_Emission_Material_used,lime_hydrated_loose_weight_RoW_lime_production,ammonia_liquid_RoW_ammonia_production_steam_reforming_liquid,charcoal_GLO_charcoal_production,Nitrogen_Fertilizer,Phosphorous_Fertilizer,Potassium_Fertilizer,Peat,Gore_Cover,Wire,compost_to_LF,market_for_excavation_skid_steer_loader,
,,,kWh/Mg,kWh/Mg,MJ/Mg,L/Mg,L/Mg,L/Mg,,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,m3/Mg,L/Mg,L/Mg,L/Mg,L/Mg,,,,,kgkm/Mg,kgkm/Mg,kgkm/Mg,kgkm/Mg,kgkm/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,vkm/Mg,vkm/Mg,kg/Mg,kg/Mg,kg/Mg,kg/Mg,kg-P/Mg,kg-P/Mg,kg-K/Mg,Mg peat/Mg,kg/Mg,kg/Mg,kg/Mg,kg/m3,kg/m3
Air,Dimethyl malonate,urban air close to ground,-2.19961E-13,2.20E-13,-4.63E-16,-3.45E-14,5.41E-12,4.36E-13,3.83E-12,5.22E-13,8.73E-13,0,0,8.73E-13,5.41E-12,4.36E-13,3.83E-12,5.22E-13,8.73E-13,0,0,0,0,0,0,-2.42E-18,3.12E-16,-1.41E-17,-1.38E-19,-2.84E-18,9.93E-12,4.51E-11,1.84E-08,6.10E-13,0,8.32E-15,7.49E-15,6.86E-14,2.58E-13,6.12E-13,7.64E-12,5.74E-10,2.64E-11,3.38E-10,7.28E-11,3.85E-11,3.64E-11,1.49E-12,-5.62E-15,-6.55E-14
Air,Dimethylamine,urban air close to ground,0,0,6.39E-15,8.31E-13,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23E-17,2.75E-17,6.92E-17,2.19E-18,4.98E-17,8.75E-13,-3.23E-13,0,0,0,3.95E-16,4.40E-16,0,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,2.05E-12,1.29E-13,6.61E-12
Air,Dinitrogen monoxide,lower stratosphere + upper troposphere,-3.18031E-11,3.18E-11,7.48E-16,2.01E-14,4.67E-09,5.84E-11,3.50E-09,5.92E-11,6.76E-10,0,0,6.76E-10,4.67E-09,5.84E-11,3.50E-09,5.92E-11,6.76E-10,0,0,0,0,0,0,1.22E-18,8.44E-14,1.05E-18,3.59E-20,4.25E-19,2.69E-09,1.22E-08,3.34E-09,5.08E-10,0,2.39E-12,2.03E-12,2.64E-09,2.59E-11,3.12E-10,3.28E-11,3.86E-09,3.25E-10,1.71E-10,4.40E-09,2.42E-08,4.94E-10,3.03E-09,3.10E-15,1.17E-13
Air,Dinitrogen monoxide,non-urban air or from high stacks,-8.46342E-06,8.46E-06,4.90E-08,8.75E-06,1.13E-05,2.48E-06,7.51E-06,2.64E-06,3.87E-06,0,0,3.87E-06,1.13E-05,2.48E-06,7.51E-06,2.64E-06,3.87E-06,0,0,0,0,0,0,2.89E-10,4.75E-10,3.28E-09,1.25E-10,2.52E-10,1.51E-05,3.13E-05,0.001916316,3.42E-06,0,9.04E-09,8.98E-09,1.13E-06,6.85E-07,2.01E-06,5.55E-07,1.56E-04,9.91E-06,7.00E-05,1.82E-04,1.03E-04,6.00E-06,3.23E-05,1.42E-06,0.000051274
Air,Dinitrogen monoxide,unspecified,-3.21078E-06,3.21E-06,2.42E-08,9.39E-05,2.74E-05,6.85E-05,1.87E-05,2.41E-06,0.000124976,0,0,0.000124976,2.74E-05,6.85E-05,1.87E-05,2.41E-06,0.000124976,0,0,0,0,0,0,3.21E-09,5.46E-09,1.57E-11,5.87E-12,1.08E-09,1.52E-05,0.079062163,3.82E-05,6.14E-05,0,7.12E-08,9.14E-08,6.61E-07,2.00E-06,3.95E-06,6.78E-07,3.74E-05,9.23E-06,6.33E-06,3.66E-04,2.03E-04,4.61E-06,0.000242362,0.000014772,0.000067736
Air,Dinitrogen monoxide,urban air close to ground,-6.13579E-06,6.14E-06,6.47E-07,1.16E-05,0.000154513,2.93E-06,5.20E-05,2.79E-06,4.62E-06,0,0,4.62E-06,0.000154513,2.93E-06,5.20E-05,2.79E-06,4.62E-06,0,0,0,0,0,0,3.63E-10,7.28E-10,1.72E-10,1.64E-11,2.76E-10,2.32E-05,8.62E-05,0.000399715,4.17E-06,0,1.42E-08,1.41E-08,7.50E-07,1.42E-06,1.88E-05,1.34E-05,2.18E-02,3.52E-05,7.40E-04,1.81E-04,1.35E-04,2.55E-06,3.57E-05,1.83E-06,0.000020176
Air,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",non-urban air or from high stacks,-5.54276E-14,5.54E-14,3.71E-16,6.24E-14,2.69E-13,1.38E-14,2.06E-13,1.37E-14,3.15E-14,0,0,3.15E-14,2.69E-13,1.38E-14,2.06E-13,1.37E-14,3.15E-14,0,0,0,0,0,0,3.30E-18,3.80E-18,1.23E-18,1.42E-18,2.45E-18,1.21E-13,2.95E-13,1.22E-13,2.12E-14,0,8.41E-17,7.78E-17,8.04E-15,4.65E-15,3.26E-14,1.31E-15,3.36E-13,5.22E-14,1.63E-14,1.09E-12,9.98E-13,1.51E-14,2.31E-13,1.06E-14,3.15E-13
Air,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",unspecified,-5.98299E-13,5.98E-13,4.20E-15,6.46E-13,1.19E-12,3.86E-14,2.41E-12,4.45E-14,4.75E-13,0,0,4.75E-13,1.19E-12,3.86E-14,2.41E-12,4.45E-14,4.75E-13,0,0,0,0,0,0,1.49E-17,3.31E-17,1.48E-17,9.49E-19,2.75E-17,1.05E-12,4.08E-11,1.34E-12,7.34E-14,0,8.28E-16,7.71E-16,3.88E-14,1.68E-14,9.54E-13,1.03E-14,1.13E-12,1.03E-13,8.85E-14,4.33E-12,2.77E-12,3.20E-13,1.90E-12,1.18E-13,6.66E-13
Air,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",urban air close to ground,-1.27499E-14,1.27E-14,9.36E-17,1.07E-13,8.21E-13,1.41E-14,6.47E-13,9.75E-15,8.69E-14,0,0,8.69E-14,8.21E-13,1.41E-14,6.47E-13,9.75E-15,8.69E-14,0,0,0,0,0,0,2.93E-18,9.36E-18,1.55E-18,1.53E-19,2.24E-18,2.98E-13,7.81E-13,2.85E-13,2.15E-14,0,2.13E-16,1.94E-16,8.05E-15,4.56E-15,4.64E-14,9.11E-14,7.19E-13,6.31E-14,8.77E-14,1.35E-12,1.16E-12,2.04E-13,3.06E-13,1.72E-14,1.09E-13
Air,Dipropylamine,urban air close to ground,-9.4605E-13,9.46E-13,7.74E-15,5.00E-13,2.66E-11,2.90E-12,1.97E-11,2.93E-12,6.03E-12,0,0,6.03E-12,2.66E-11,2.90E-12,1.97E-11,2.93E-12,6.03E-12,0,0,0,0,0,0,3.72E-17,7.76E-16,1.98E-16,2.03E-18,4.09E-17,2.47E-11,1.09E-10,2.01E-08,2.98E-12,0,2.22E-14,1.85E-14,3.00E-13,1.54E-12,2.92E-12,2.27E-12,9.66E-09,3.67E-10,5.46E-09,4.99E-10,3.20E-10,5.63E-11,5.55E-12,8.14E-14,1.16E-12
Air,Elemental carbon,urban air close to ground,-1.55913E-11,1.56E-11,3.80E-10,4.59E-10,5.44E-05,5.66E-11,4.41E-05,3.93E-11,1.97E-10,0,0,1.97E-10,5.44E-05,5.66E-11,4.41E-05,3.93E-11,1.97E-10,0,0,0,0,0,0,1.41E-14,2.03E-14,7.52E-15,4.27E-16,1.41E-14,6.47E-10,7.71E-09,1.13E-09,9.82E-11,0,4.99E-13,4.60E-13,1.87E-11,8.84E-12,7.34E-10,2.05E-11,9.36E-09,7.32E-10,2.03E-10,1.91E-09,1.25E-08,1.51E-10,3.47E-08,8.33E-11,1.83E-09
Air,Esfenvalerate,non-urban air or from high stacks,-4.83656E-14,4.84E-14,-5.78E-16,-4.15E-14,1.69E-12,1.60E-13,1.18E-12,1.78E-13,2.32E-13,0,0,2.32E-13,1.69E-12,1.60E-13,1.18E-12,1.78E-13,2.32E-13,0,0,0,0,0,0,-2.99E-18,2.13E-16,-1.68E-17,-1.69E-19,-3.40E-18,6.80E-12,3.10E-11,1.53E-08,2.58E-13,0,5.75E-15,5.14E-15,2.42E-14,6.40E-14,1.05E-13,6.64E-12,8.42E-11,3.92E-12,3.02E-11,5.19E-12,2.97E-12,3.06E-11,8.89E-13,-6.76E-15,-8.63E-14
Air,Ethane,non-urban air or from high stacks,-1.46802E-06,1.47E-06,0.000010097,1.39E-05,4.20E-05,1.67E-05,9.53E-05,1.65E-05,0.000023968,0,0,0.000023968,4.20E-05,1.67E-05,9.53E-05,1.65E-05,0.000023968,0,0,0,0,0,0,4.58E-10,6.69E-10,4.19E-10,5.38E-11,6.00E-10,2.13E-05,0.00023075,0.000111259,2.36E-05,0,1.74E-08,1.56E-08,2.60E-07,1.78E-06,5.01E-05,3.36E-07,7.04E-05,4.78E-06,4.36E-06,2.52E-04,2.84E-04,7.03E-06,3.64E-05,2.56E-06,0.00018368
Air,Ethane,unspecified,-3.65027E-06,3.65E-06,2.60E-11,1.68E-10,5.95E-07,3.60E-08,4.90E-07,6.16E-08,9.93E-08,0,0,9.93E-08,5.95E-07,3.60E-08,4.90E-07,6.16E-08,9.93E-08,0,0,0,0,0,0,5.09E-13,7.11E-12,6.29E-15,2.89E-16,2.10E-14,2.60E-07,1.02E-06,6.06E-07,1.25E-05,0,1.84E-10,1.70E-10,2.11E-07,4.12E-08,1.42E-07,7.85E-09,8.47E-07,3.42E-07,1.35E-07,9.65E-06,8.07E-06,1.75E-07,1.45E-06,2.74E-11,7.68E-08
Air,Ethane,urban air close to ground,-1.25228E-07,1.25E-07,3.48E-09,1.42E-05,3.68E-05,1.65E-05,3.81E-06,1.61E-05,1.72E-05,0,0,1.72E-05,3.68E-05,1.65E-05,3.81E-06,1.61E-05,1.72E-05,0,0,0,0,0,0,4.09E-10,7.88E-10,1.63E-10,2.16E-11,1.98E-10,2.51E-05,2.50E-05,1.01E-05,2.24E-05,0,1.38E-08,1.40E-08,1.14E-07,1.37E-06,4.10E-06,1.26E-07,2.15E-05,1.11E-06,2.14E-06,3.56E-05,2.44E-05,4.31E-07,3.65E-05,2.21E-06,7.05E-06
Air,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",non-urban air or from high stacks,-6.94647E-10,6.95E-10,1.30E-12,1.40E-11,5.75E-10,5.54E-11,4.36E-10,6.15E-11,1.12E-10,0,0,1.12E-10,5.75E-10,5.54E-11,4.36E-10,6.15E-11,1.12E-10,0,0,0,0,0,0,3.24E-15,1.54E-14,3.45E-15,7.60E-16,3.41E-15,4.90E-10,1.38E-09,8.04E-10,6.89E-11,0,4.51E-13,3.65E-13,6.17E-11,3.30E-11,8.56E-11,6.50E-12,8.57E-10,2.08E-10,9.58E-11,1.16E-08,6.34E-09,9.61E-11,7.26E-10,5.42E-12,2.29E-09
Air,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",unspecified,-3.51466E-09,3.51E-09,1.64E-12,2.29E-09,2.97E-07,2.91E-08,1.96E-07,2.74E-08,5.39E-08,0,0,5.39E-08,2.97E-07,2.91E-08,1.96E-07,2.74E-08,5.39E-08,0,0,0,0,0,0,7.67E-14,4.03E-10,3.39E-14,2.58E-15,5.09E-14,1.92E-07,8.55E-07,5.76E-07,4.62E-08,0,4.76E-09,6.50E-09,2.47E-08,4.96E-08,1.53E-08,3.87E-09,8.47E-07,6.93E-08,2.01E-07,9.02E-07,1.47E-06,3.08E-08,1.48E-06,4.07E-10,2.68E-09
Air,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",urban air close to ground,-2.70984E-09,2.71E-09,3.65E-14,2.63E-13,2.21E-09,1.41E-10,1.67E-09,1.40E-10,2.56E-10,0,0,2.56E-10,2.21E-09,1.41E-10,1.67E-09,1.40E-10,2.56E-10,0,0,0,0,0,0,1.00E-16,5.49E-14,4.50E-18,5.89E-19,6.32E-18,1.75E-09,7.91E-09,3.70E-09,1.69E-10,0,1.62E-12,1.32E-12,2.07E-10,6.60E-11,1.88E-10,1.74E-11,3.49E-09,6.58E-10,5.24E-10,2.16E-08,7.14E-03,1.31E-10,2.09E-09,3.86E-14,7.25E-11
Air,"Ethane, 1,1,1-trichloro-, HCFC-140",non-urban air or from high stacks,-1.37474E-09,1.37E-09,1.28E-12,1.29E-10,6.29E-10,3.95E-11,4.99E-10,6.27E-11,1.01E-10,0,0,1.01E-10,6.29E-10,3.95E-11,4.99E-10,6.27E-11,1.01E-10,0,0,0,0,0,0,5.19E-15,1.27E-14,3.09E-15,5.31E-16,6.38E-15,4.03E-10,8.41E-10,5.58E-10,5.93E-11,0,2.67E-13,2.61E-13,1.86E-10,3.91E-11,1.33E-10,9.08E-12,8.76E-10,3.23E-10,1.20E-10,1.49E-08,7.63E-09,1.64E-10,2.08E-09,1.85E-11,1.90E-09
Air,"Ethane, 1,1,1-trichloro-, HCFC-140",unspecified,-3.61279E-14,3.61E-14,7.23E-17,2.35E-15,7.25E-15,5.12E-16,9.60E-14,7.39E-16,1.55E-15,0,0,1.55E-15,7.25E-15,5.12E-16,9.60E-14,7.39E-16,1.55E-15,0,0,0,0,0,0,4.62E-20,6.54E-20,9.20E-21,-8.35E-22,-1.24E-20,2.08E-15,2.24E-12,1.48E-14,1.46E-15,0,1.90E-18,1.72E-18,2.09E-15,3.96E-16,5.58E-14,8.39E-17,3.68E-14,3.27E-15,1.80E-15,1.03E-13,1.13E-13,1.98E-15,2.00E-14,4.53E-16,8.99E-15
Air,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",unspecified,-1.44872E-10,1.45E-10,4.84E-13,1.20E-09,4.53E-08,3.61E-11,3.67E-08,3.37E-11,8.73E-11,0,0,8.73E-11,4.53E-08,3.61E-11,3.67E-08,3.37E-11,8.73E-11,0,0,0,0,0,0,4.02E-14,1.25E-13,1.78E-14,1.36E-15,2.67E-14,3.98E-09,1.18E-08,3.19E-09,6.14E-11,0,2.84E-12,2.65E-12,2.00E-11,2.49E-11,1.77E-10,2.26E-11,2.29E-09,2.06E-10,1.08E-10,3.44E-09,3.70E-09,5.17E-11,3.40E-09,2.14E-10,7.58E-10
Air,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",urban air close to ground,-4.06427E-15,4.06E-15,1.89E-14,1.16E-12,7.34E-12,1.51E-14,5.92E-12,7.05E-15,3.84E-14,0,0,3.84E-14,7.34E-12,1.51E-14,5.92E-12,7.05E-15,3.84E-14,0,0,0,0,0,0,1.30E-15,6.92E-17,2.75E-17,4.81E-18,4.79E-17,2.20E-12,-8.20E-13,2.24E-12,3.82E-14,0,1.75E-15,1.58E-15,4.47E-15,8.55E-15,7.67E-13,1.38E-15,9.82E-12,7.60E-13,1.53E-13,2.78E-13,1.19E-11,5.07E-14,3.21E-12,1.20E-13,4.39E-11
Air,"Ethane, 1,1-difluoro-, HFC-152a",non-urban air or from high stacks,0,0,1.62E-13,1.94E-10,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25E-15,8.35E-15,3.02E-15,2.92E-16,4.82E-15,2.66E-10,-1.94E-11,0,0,0,1.20E-13,1.34E-13,0,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,4.85E-10,3.10E-11,2.18E-10
Air,"Ethane, 1,1-difluoro-, HFC-152a",urban air close to ground,-5.8724E-09,5.87E-09,2.31E-10,1.89E-09,3.31E-08,2.92E-09,2.52E-08,2.82E-09,3.22E-09,0,0,3.22E-09,3.31E-08,2.92E-09,2.52E-08,2.82E-09,3.22E-09,0,0,0,0,0,0,1.20E-13,1.80E-13,4.58E-14,3.07E-15,5.54E-14,5.74E-09,1.75E-08,1.33E-08,4.12E-09,0,4.26E-12,3.84E-12,1.40E-10,2.84E-10,4.47E-09,6.18E-11,3.69E-08,2.95E-09,2.73E-09,2.21E-08,1.40E-04,3.52E-10,6.20E-09,3.22E-10,4.53E-07
Air,"Ethane, 1,2-dichloro-",non-urban air or from high stacks,-2.74606E-09,2.75E-09,2.56E-12,2.57E-10,1.25E-09,7.88E-11,9.96E-10,1.25E-10,2.01E-10,0,0,2.01E-10,1.25E-09,7.88E-11,9.96E-10,1.25E-10,2.01E-10,0,0,0,0,0,0,1.03E-14,2.52E-14,6.16E-15,1.06E-15,1.27E-14,8.04E-10,1.68E-09,1.11E-09,1.18E-10,0,5.33E-13,5.22E-13,3.71E-10,7.81E-11,2.65E-10,1.81E-11,1.75E-09,6.45E-10,2.40E-10,2.97E-08,1.52E-08,3.28E-10,4.15E-09,3.69E-11,3.78E-09
Air,"Ethane, 1,2-dichloro-",unspecified,-6.38955E-13,6.39E-13,0,0,3.25E-13,3.05E-14,2.39E-13,3.10E-14,5.69E-14,0,0,5.69E-14,3.25E-13,3.05E-14,2.39E-13,3.10E-14,5.69E-14,0,0,0,0,0,0,0,1.32E-17,0,0,0,4.22E-13,1.78E-12,8.19E-13,3.55E-14,0,3.78E-16,3.11E-16,4.84E-14,1.42E-14,4.12E-14,2.85E-15,5.91E-13,1.44E-13,4.94E-14,5.05E-12,3.21E-12,3.04E-14,4.98E-13,0,0
Air,"Ethane, 1,2-dichloro-",urban air close to ground,-8.18832E-08,8.19E-08,9.06E-11,1.12E-08,6.84E-07,1.27E-08,5.42E-07,1.15E-08,2.13E-08,0,0,2.13E-08,6.84E-07,1.27E-08,5.42E-07,1.15E-08,2.13E-08,0,0,0,0,0,0,4.77E-13,6.36E-12,1.64E-13,1.82E-14,6.09E-13,2.03E-07,8.57E-07,5.48E-07,2.00E-08,0,1.73E-10,1.50E-10,1.56E-07,4.74E-09,1.01E-07,1.68E-09,1.89E-06,9.05E-07,5.95E-08,1.58E-06,2.55E-06,1.36E-08,2.61E-07,1.85E-09,8.13E-08
Air,"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114",non-urban air or from high stacks,-2.26609E-08,2.27E-08,3.79E-11,-5.98E-09,1.87E-08,1.80E-09,1.42E-08,2.00E-09,3.64E-09,0,0,3.64E-09,1.87E-08,1.80E-09,1.42E-08,2.00E-09,3.64E-09,0,0,0,0,0,0,-9.99E-14,2.19E-13,1.43E-14,1.56E-14,-4.69E-14,6.97E-09,4.42E-08,2.58E-08,2.24E-09,0,1.06E-11,7.33E-12,2.02E-09,1.08E-09,2.79E-09,2.12E-10,2.78E-08,6.75E-09,3.12E-09,3.80E-07,2.07E-07,3.14E-09,7.63E-09,-8.51E-10,6.90E-08
Air,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124",unspecified,-1.44872E-10,1.45E-10,4.84E-13,1.20E-09,4.53E-08,3.61E-11,3.67E-08,3.37E-11,8.73E-11,0,0,8.73E-11,4.53E-08,3.61E-11,3.67E-08,3.37E-11,8.73E-11,0,0,0,0,0,0,4.02E-14,1.25E-13,1.78E-14,1.36E-15,2.67E-14,3.98E-09,1.18E-08,3.19E-09,6.14E-11,0,2.84E-12,2.65E-12,2.00E-11,2.49E-11,1.77E-10,2.26E-11,2.29E-09,2.06E-10,1.08E-10,3.44E-09,3.70E-09,5.17E-11,3.40E-09,2.14E-10,7.58E-10
Air,"Ethane, hexafluoro-, HFC-116",unspecified,-3.68221E-10,3.68E-10,4.51E-11,4.02E-10,4.12E-08,3.54E-10,3.30E-08,2.43E-10,6.98E-10,0,0,6.98E-10,4.12E-08,3.54E-10,3.30E-08,2.43E-10,6.98E-10,0,0,0,0,0,0,1.55E-13,7.02E-13,1.64E-14,9.23E-16,3.41E-13,2.24E-08,9.99E-08,2.74E-08,6.05E-10,0,1.89E-11,1.68E-11,1.91E-10,2.59E-10,4.51E-09,1.22E-09,5.83E-08,4.75E-09,1.48E-09,2.97E-08,7.77E-08,5.40E-10,4.52E-09,6.62E-11,1.22E-08
Air,"Ethane, hexafluoro-, HFC-116",urban air close to ground,-1.89732E-10,1.90E-10,7.52E-12,1.13E-10,5.20E-10,2.15E-12,4.18E-10,1.81E-12,4.79E-12,0,0,4.79E-12,5.20E-10,2.15E-12,4.18E-10,1.81E-12,4.79E-12,0,0,0,0,0,0,9.20E-14,6.56E-15,2.35E-15,3.79E-16,3.84E-15,2.09E-10,1.04E-11,1.86E-10,4.16E-12,0,1.53E-13,1.41E-13,2.02E-12,1.10E-12,5.41E-11,4.87E-13,7.05E-10,5.71E-11,1.64E-11,1.67E-10,9.21E-10,4.44E-12,3.18E-10,1.37E-11,1.53E-08
Air,Ethanol,non-urban air or from high stacks,-1.20336E-08,1.20E-08,2.87E-10,7.85E-09,2.26E-05,5.61E-09,1.83E-05,4.23E-09,3.84E-08,0,0,3.84E-08,2.26E-05,5.61E-09,1.83E-05,4.23E-09,3.84E-08,0,0,0,0,0,0,2.42E-12,1.38E-11,3.14E-13,2.79E-14,4.01E-13,4.41E-07,1.97E-06,1.56E-06,1.19E-08,0,3.77E-10,3.32E-10,2.00E-09,2.76E-09,1.63E-07,1.61E-09,2.09E-06,1.64E-07,4.04E-08,3.46E-07,2.59E-06,3.11E-08,1.02E-07,1.30E-09,2.04E-07
Air,Ethanol,unspecified,-7.89599E-11,7.90E-11,5.80E-13,2.07E-11,4.68E-10,9.83E-12,3.66E-10,1.08E-11,2.15E-11,0,0,2.15E-11,4.68E-10,9.83E-12,3.66E-10,1.08E-11,2.15E-11,0,0,0,0,0,0,2.87E-16,3.55E-14,2.84E-16,2.84E-17,4.34E-16,1.13E-09,5.02E-09,1.22E-09,1.39E-11,0,1.13E-12,8.47E-13,9.08E-12,9.69E-12,1.76E-11,1.47E-12,2.60E-10,4.64E-11,5.20E-11,1.93E-09,1.04E-09,2.16E-11,2.63E-10,3.36E-12,2.28E-11
Air,Ethanol,urban air close to ground,-4.86689E-08,4.87E-08,1.12E-10,8.75E-08,3.08E-07,1.94E-08,2.24E-07,2.38E-08,4.84E-08,0,0,4.84E-08,3.08E-07,1.94E-08,2.24E-07,2.38E-08,4.84E-08,0,0,0,0,0,0,2.41E-12,9.07E-12,1.16E-12,1.21E-13,2.43E-12,2.89E-07,6.86E-07,6.69E-07,2.78E-08,0,1.80E-10,1.83E-10,8.31E-09,1.45E-08,2.48E-06,3.34E-09,6.16E-06,1.70E-07,1.39E-07,6.05E-06,2.68E-06,5.92E-08,2.83E-07,1.13E-08,1.06E-07
Air,Ethene,non-urban air or from high stacks,-4.71849E-09,4.72E-09,1.06E-09,1.67E-08,4.42E-08,3.70E-09,3.13E-08,4.29E-09,1.17E-08,0,0,1.17E-08,4.42E-08,3.70E-09,3.13E-08,4.29E-09,1.17E-08,0,0,0,0,0,0,1.78E-12,3.06E-12,3.44E-12,7.47E-14,2.84E-12,9.75E-08,3.79E-07,0.000112154,5.93E-09,0,7.55E-11,7.05E-11,6.92E-10,1.21E-09,3.23E-09,4.84E-08,7.65E-07,1.61E-07,2.51E-07,1.86E-07,1.27E-07,8.29E-07,5.60E-08,2.75E-09,3.16E-07
Air,Ethene,unspecified,-2.66095E-08,2.66E-08,3.38E-11,5.81E-12,3.62E-08,2.24E-09,2.62E-08,2.68E-09,5.18E-09,0,0,5.18E-09,3.62E-08,2.24E-09,2.62E-08,2.68E-09,5.18E-09,0,0,0,0,0,0,6.90E-16,1.13E-12,1.78E-16,1.07E-17,8.79E-16,3.60E-08,1.63E-07,6.28E-08,3.03E-09,0,3.23E-11,2.71E-11,2.31E-09,1.61E-09,5.16E-09,3.32E-10,5.15E-08,1.32E-08,6.45E-09,6.28E-07,3.03E-07,5.65E-09,2.45E-08,9.44E-13,1.28E-09
Air,Ethene,urban air close to ground,-1.45366E-07,1.45E-07,1.14E-09,2.82E-06,9.99E-06,3.47E-06,4.41E-06,3.34E-06,3.78E-06,0,0,3.78E-06,9.99E-06,3.47E-06,4.41E-06,3.34E-06,3.78E-06,0,0,0,0,0,0,8.31E-11,2.66E-10,3.32E-11,4.27E-12,4.12E-11,8.47E-06,2.08E-05,1.00E-05,5.11E-06,0,5.41E-09,5.41E-09,4.26E-07,3.55E-07,1.82E-06,8.89E-08,3.06E-05,1.83E-06,2.79E-06,2.53E-05,2.79E-05,2.57E-07,8.22E-06,4.39E-07,1.70E-06
Air,"Ethene, chloro-",unspecified,-1.3235E-14,1.32E-14,2.65E-17,8.63E-16,2.66E-15,1.88E-16,3.52E-14,2.71E-16,5.69E-16,0,0,5.69E-16,2.66E-15,1.88E-16,3.52E-14,2.71E-16,5.69E-16,0,0,0,0,0,0,1.69E-20,2.39E-20,3.37E-21,-3.06E-22,-4.56E-21,7.63E-16,8.19E-13,5.43E-15,5.37E-16,0,6.98E-19,6.31E-19,7.64E-16,1.45E-16,2.04E-14,3.07E-17,1.35E-14,1.20E-15,6.61E-16,3.76E-14,4.12E-14,7.24E-16,7.33E-15,1.66E-16,3.29E-15
Air,"Ethene, chloro-",urban air close to ground,-4.34406E-08,4.34E-08,5.08E-11,3.60E-09,3.24E-07,5.39E-09,2.57E-07,4.75E-09,9.76E-09,0,0,9.76E-09,3.24E-07,5.39E-09,2.57E-07,4.75E-09,9.76E-09,0,0,0,0,0,0,1.79E-13,3.18E-12,6.56E-14,7.41E-15,3.57E-13,1.01E-07,4.34E-07,1.81E-07,8.80E-09,0,8.66E-11,7.51E-11,6.36E-08,2.43E-09,5.53E-08,8.67E-10,7.13E-07,6.26E-08,2.27E-08,8.36E-07,2.86E-06,6.93E-09,1.13E-07,5.95E-10,5.30E-08
Air,"Ethene, tetrachloro-",non-urban air or from high stacks,-2.95363E-09,2.95E-09,2.76E-12,2.76E-10,1.35E-09,8.47E-11,1.07E-09,1.35E-10,2.17E-10,0,0,2.17E-10,1.35E-09,8.47E-11,1.07E-09,1.35E-10,2.17E-10,0,0,0,0,0,0,1.11E-14,2.72E-14,6.63E-15,1.14E-15,1.37E-14,8.65E-10,1.81E-09,1.20E-09,1.27E-10,0,5.74E-13,5.61E-13,3.99E-10,8.41E-11,2.85E-10,1.95E-11,1.88E-09,6.94E-10,2.58E-10,3.19E-08,1.64E-08,3.52E-10,4.46E-09,3.97E-11,4.07E-09
Air,"Ethene, tetrachloro-",unspecified,-2.86161E-11,2.86E-11,5.73E-14,1.87E-12,5.74E-12,4.06E-13,7.60E-11,5.85E-13,1.23E-12,0,0,1.23E-12,5.74E-12,4.06E-13,7.60E-11,5.85E-13,1.23E-12,0,0,0,0,0,0,3.66E-17,5.18E-17,7.28E-18,-6.61E-19,-9.85E-18,1.65E-12,1.77E-09,1.17E-11,1.16E-12,0,1.51E-15,1.37E-15,1.65E-12,3.13E-13,4.42E-11,6.65E-14,2.92E-11,2.59E-12,1.43E-12,8.13E-11,8.92E-11,1.57E-12,1.58E-11,3.59E-13,7.12E-12
